id,text,proposed_label,category,cue,reason,family_id,variant_type,source,review_status,reviewer,review_note,clean_reference_text,asr_noise_note,attention_note,label_before_review,label
CV03_048,Chính sách loại trừ đầu in nhưng em xóa dòng loại trừ trên ảnh gửi khách để họ nghĩ thay đầu in cũng miễn phí.,CANH_BAO,BAO_HANH_MAY_IN,xóa dòng loại trừ,Cố ý che điều khoản bảo hành khiến người mua hiểu sai quyền lợi.,CV03_F016,CLEAN,TARGETED_ERROR_ANALYSIS_V03,DA_DUYET,Vũ Hồng Phúc,Đã đọc và xác nhận giữ nguyên nhãn theo tiêu chí nghiệp vụ.,,,,CANH_BAO,CANH_BAO
CV03_049,"Trước khi gửi chậu cây em sẽ nhắn chị kiểm tra lại số nhà, tránh để bên giao tìm sai địa chỉ.",KHONG_CANH_BAO,GIAO_HANG_CAY,kiểm tra lại số nhà,"Mô tả bước xác nhận địa chỉ, không hứa tốc độ hay bảo đảm nhận hàng.",CV03_F017,CLEAN,TARGETED_ERROR_ANALYSIS_V03,DA_DUYET,Vũ Hồng Phúc,Đã đọc và xác nhận giữ nguyên nhãn theo tiêu chí nghiệp vụ.,,,,KHONG_CANH_BAO,KHONG_CANH_BAO
CV03_050,Chậu cây đặt trước trưa sẽ đến trong ngày ở các phường có trong danh sách giao của shop.,CAN_XAC_MINH,GIAO_HANG_CAY,sẽ đến trong ngày,Cam kết giao hàng theo thời gian và khu vực cần kiểm tra điều kiện vận hành.,CV03_F017,CLEAN,TARGETED_ERROR_ANALYSIS_V03,DA_DUYET,Vũ Hồng Phúc,Đã đọc và xác nhận giữ nguyên nhãn theo tiêu chí nghiệp vụ.,,,Đã giới hạn khu vực nhưng vẫn hứa giao trong ngày; cần kiểm tra khả năng thực hiện.,CAN_XAC_MINH,CAN_XAC_MINH
CV03_051,Xe chở cây hôm nay đã hủy chuyến mà em vẫn gửi ảnh giao hàng của hôm qua để báo đơn mới đang tới nơi.,CANH_BAO,GIAO_HANG_CAY,ảnh giao hàng của hôm qua,Dùng bằng chứng giao hàng cũ để nói sai trạng thái đơn mới.,CV03_F017,CLEAN,TARGETED_ERROR_ANALYSIS_V03,DA_DUYET,Vũ Hồng Phúc,Đã đọc và xác nhận giữ nguyên nhãn theo tiêu chí nghiệp vụ.,,,,CANH_BAO,CANH_BAO
CV03_052,"Máy xông mặt này dùng theo hướng dẫn về khoản cách, nếu thấy rát thì dừng lại chứ đừng cố dùng tiếp.",KHONG_CANH_BAO,GIOI_HAN_MAY_XONG,nếu thấy rát thì dừng,"Nêu giới hạn và khuyên dừng khi khó chịu, không cam kết hiệu quả điều trị.",CV03_F018,ASR_LIKE,TARGETED_ERROR_ANALYSIS_V03,DA_DUYET,Vũ Hồng Phúc,Đã đọc và xác nhận giữ nguyên nhãn theo tiêu chí nghiệp vụ.,"Máy xông mặt này dùng theo hướng dẫn về khoảng cách, nếu thấy rát thì dừng lại chứ đừng cố dùng tiếp.",Nhiễu ASR giả lập: khoảng cách → khoản cách; không đổi dấu hiệu quyết định nhãn.,"Khuyên dừng khi rát là giới hạn an toàn, không phải lời chữa bệnh.",KHONG_CANH_BAO,KHONG_CANH_BAO
CV03_053,"Vòi máy xông giữ hơi ở bốn mươi độ C tại khoảng cách hai mươi xăng ti mét, mình cần xem cách hãng đo.",CAN_XAC_MINH,GIOI_HAN_MAY_XONG,bốn mươi độ C; khoảng cách,Thông số nhiệt tại vị trí xác định cần đối chiếu phép đo.,CV03_F018,CLEAN,TARGETED_ERROR_ANALYSIS_V03,DA_DUYET,Vũ Hồng Phúc,Đã đọc và xác nhận giữ nguyên nhãn theo tiêu chí nghiệp vụ.,,,,CAN_XAC_MINH,CAN_XAC_MINH
CV03_054,"Cứ dí sát mặt vào vòi hơi đang bỏng cũng không sao, em bảo đảm da ai bị viêm cũng khỏi sau một lần xông.",CANH_BAO,GIOI_HAN_MAY_XONG,vòi hơi đang bỏng; ai bị viêm cũng khỏi,"Khuyến khích tiếp xúc hơi bỏng và hứa chữa bệnh tuyệt đối, có nguy cơ rõ ràng.",CV03_F018,CLEAN,TARGETED_ERROR_ANALYSIS_V03,DA_DUYET,Vũ Hồng Phúc,Đã đọc và xác nhận giữ nguyên nhãn theo tiêu chí nghiệp vụ.,,,,CANH_BAO,CANH_BAO
CV03_055,"Em kéo ngăn hộp kim chĩ ra để chị thấy các cuộn xếp đứng, lát nữa em đậy nắp lại cho dễ quan sát.",KHONG_CANH_BAO,THAO_TAC_HOP_KIM_CHI,các cuộn xếp đứng,"Thao tác giới thiệu cách sắp xếp đồ, không tuyên bố cần bằng chứng.",CV03_F019,ASR_LIKE,TARGETED_ERROR_ANALYSIS_V03,DA_DUYET,Vũ Hồng Phúc,Đã đọc và xác nhận giữ nguyên nhãn theo tiêu chí nghiệp vụ.,"Em kéo ngăn hộp kim chỉ ra để chị thấy các cuộn xếp đứng, lát nữa em đậy nắp lại cho dễ quan sát.",Nhiễu ASR giả lập: kim chỉ → kim chĩ; không đổi dấu hiệu quyết định nhãn.,,KHONG_CANH_BAO,KHONG_CANH_BAO
CV03_056,"Chốt hộp kim chỉ chịu được năm nghìn lần đóng mở trong bài thử của xưởng, em gửi bảng đếm để mình đối chiếu.",CAN_XAC_MINH,THAO_TAC_HOP_KIM_CHI,năm nghìn lần đóng mở,Độ bền định lượng cần đối chiếu phương pháp và bảng thử.,CV03_F019,CLEAN,TARGETED_ERROR_ANALYSIS_V03,DA_DUYET,Vũ Hồng Phúc,Đã đọc và xác nhận giữ nguyên nhãn theo tiêu chí nghiệp vụ.,,,,CAN_XAC_MINH,CAN_XAC_MINH
CV03_057,"Chốt hộp đã gãy sẵn nên em giữ bằng tay lúc quay, không cho khách thấy để vẫn bán như hộp nguyên vẹn.",CANH_BAO,THAO_TAC_HOP_KIM_CHI,chốt hộp đã gãy; giữ bằng tay,Cố ý che bộ phận bị hỏng trong video bán hàng.,CV03_F019,CLEAN,TARGETED_ERROR_ANALYSIS_V03,DA_DUYET,Vũ Hồng Phúc,Đã đọc và xác nhận giữ nguyên nhãn theo tiêu chí nghiệp vụ.,,,,CANH_BAO,CANH_BAO
CV03_058,"Bóng đèn này cần ngắt điện trước khi tháo, em chờ công tắc tắt rồi mới chỉ cách xoay đui.",KHONG_CANH_BAO,CANH_BAO_SU_DUNG_DEN,ngắt điện trước khi tháo,"Hướng dẫn thao tác thận trọng, không cam kết tính năng điện.",CV03_F020,CLEAN,TARGETED_ERROR_ANALYSIS_V03,DA_DUYET,Vũ Hồng Phúc,Đã đọc và xác nhận giữ nguyên nhãn theo tiêu chí nghiệp vụ.,,,,KHONG_CANH_BAO,KHONG_CANH_BAO
CV03_059,"Bóng này cho độ sáng một nghìn lumen theo phiếu đo của hãng, cần đọc cả công suất và điều kiện đo.",CAN_XAC_MINH,CANH_BAO_SU_DUNG_DEN,một nghìn lumen,Thông số quang học cần đối chiếu chứng từ và điều kiện thử.,CV03_F020,CLEAN,TARGETED_ERROR_ANALYSIS_V03,DA_DUYET,Vũ Hồng Phúc,Đã đọc và xác nhận giữ nguyên nhãn theo tiêu chí nghiệp vụ.,,,,CAN_XAC_MINH,CAN_XAC_MINH
CV03_060,Đui đèn đã rò điện mà em quấn băng che vết cháy rồi vẫn nói khách cứ chạm lúc bật để thử độ chắc.,CANH_BAO,CANH_BAO_SU_DUNG_DEN,đã rò điện; cứ chạm lúc bật,Biết lỗi điện nhưng che giấu và hướng dẫn nguy hiểm.,CV03_F020,CLEAN,TARGETED_ERROR_ANALYSIS_V03,DA_DUYET,Vũ Hồng Phúc,Đã đọc và xác nhận giữ nguyên nhãn theo tiêu chí nghiệp vụ.,,,,CANH_BAO,CANH_BAO
